img_path,comm_snr,radar_feat,radar_max,radar_std,radar_peak_idx,channel_type,path_loss,shadow_fading,rain_attenuation,target_rcs,bandwidth,modulation,ber
combined_dataset\images\train2017\guatemala-volcano_00000025_post_disaster.png,12.3599385796592,18.70590757166762,59.765174406868496,21.246859018768653,587,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\guatemala-volcano_00000025_pre_disaster.png,18.3024578917353,17.78958073718224,49.137404744915294,19.880952249817796,560,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\guatemala-volcano_00000026_post_disaster.png,13.511026249520881,18.38249770165211,48.36446469178178,20.6789345659186,39,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\guatemala-volcano_00000026_pre_disaster.png,18.1481284059184,18.53383478187931,59.00418000000593,20.864364044335154,530,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\guatemala-volcano_00000027_post_disaster.png,11.199488782489766,18.4759885545764,52.78979475858758,21.067427576733536,442,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\guatemala-volcano_00000027_pre_disaster.png,17.957311116718643,18.495219094631143,58.89624502755451,20.821803476519587,206,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000000_post_disaster.png,19.187270981487785,16.311964176800455,47.371878585411515,18.250420688593696,42,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000000_pre_disaster.png,9.44061088497422,18.587127708677368,51.543074770929536,20.816233318283885,172,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000001_post_disaster.png,16.356612138101497,16.012389731331993,48.17180509326409,17.849949183348905,41,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000001_pre_disaster.png,14.09813339751976,17.670713627533903,51.752046534857115,19.693574614944982,525,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000002_post_disaster.png,21.326438929407416,16.16172614374506,48.756668844343025,18.202759506806938,592,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000002_pre_disaster.png,11.436772140342327,18.94530500358638,60.88052763533003,21.14106362521629,491,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000003_post_disaster.png,18.282659550174927,15.945812456740343,38.020501924617726,17.740110916337237,61,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000003_pre_disaster.png,12.665310531252103,18.43264903538076,54.33488996449766,20.979920023871404,434,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000008_post_disaster.png,16.133978728414093,16.500657139170926,43.548037407710815,18.378257420657786,179,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000008_pre_disaster.png,9.657383873700027,18.080510317196538,52.13750733989749,20.702456949358602,24,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000012_post_disaster.png,17.509042140996556,16.544289618764875,45.03331370985114,18.48411995302187,155,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000012_pre_disaster.png,11.393282593094625,17.41724857100932,55.4272191955978,19.850639199068333,544,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000015_post_disaster.png,19.657003982605957,15.697309325077901,42.31867566868576,17.532782547377114,301,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000015_pre_disaster.png,11.107828193754116,17.764577447149545,57.60194141171342,20.13546887271385,40,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000016_post_disaster.png,14.566843757001521,15.961486950242383,39.614186827708885,17.75657728846544,186,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000016_pre_disaster.png,10.999828054073703,17.886237851050602,46.83045080683312,20.167404681941225,445,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000018_post_disaster.png,20.57154847976973,15.227972477322032,34.51578133711672,16.613775299093508,490,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000018_pre_disaster.png,22.442647853276455,16.947792821670046,42.224866821863706,18.902337136941632,573,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000020_post_disaster.png,19.239265231441408,15.56896002159501,41.444350451477696,17.05018532910442,440,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000020_pre_disaster.png,19.203599428744326,16.1967860804862,44.88960144774814,18.156839497804796,196,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000022_post_disaster.png,19.705404871668662,15.450080502965074,38.227125552854055,16.807083338691214,561,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000022_pre_disaster.png,20.05898101276172,18.019570179500636,52.499953042424536,20.334561100302967,214,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000023_post_disaster.png,20.71413125850617,15.49349230268854,41.01159941128066,17.10735765266337,25,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000023_pre_disaster.png,19.6834134279092,16.81197484792899,44.871044642235155,18.886832093935418,98,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000024_post_disaster.png,20.590383891560762,15.484109295911729,40.67110616143616,16.976826042708204,574,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000024_pre_disaster.png,20.58335698324099,17.869657626213588,48.45828553770761,19.922199081746708,12,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000026_post_disaster.png,20.091273807397883,15.482515495962987,38.59248210285857,17.025314482370234,591,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000026_pre_disaster.png,18.41836431897694,16.59014783701635,44.599176032834784,18.639399608191443,132,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000027_post_disaster.png,16.814417532069115,16.910511005701743,44.12657756382074,18.757212109789048,598,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000027_pre_disaster.png,9.911145996275707,18.559374770094152,56.79543151904668,20.846869169010176,555,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000028_post_disaster.png,15.637750469756526,16.546705403565625,44.755096513485135,18.479704346775126,202,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000028_pre_disaster.png,15.855094509074192,17.97460758222749,49.65618177136659,20.272933700614235,518,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000030_post_disaster.png,17.988431025532208,15.448910575564582,37.55710193543751,16.95237086914918,483,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000030_pre_disaster.png,21.447747363063584,17.07795490819895,49.41675328674933,19.171956933410616,89,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000031_post_disaster.png,20.94622399889073,15.192822227121946,34.836901291392884,16.709444987810336,79,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000031_pre_disaster.png,18.116201546563346,17.11674933661362,47.50727667684375,19.166759798190494,110,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000032_post_disaster.png,15.700320364970835,14.844065678655731,34.58035852784076,16.28637751069954,457,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000032_pre_disaster.png,18.68432512145789,17.034948733775366,49.81763713924377,19.12880468298759,132,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000036_post_disaster.png,17.0217354820023,15.156774074738903,41.95716834820437,16.788940349654776,487,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000036_pre_disaster.png,18.787367118004695,17.271199818570192,44.75126512009325,19.37222817502541,591,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000037_post_disaster.png,19.529002155702017,15.419664718465738,41.144432359607436,16.94382163127809,22,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000037_pre_disaster.png,17.744905097453454,16.542459535502815,45.47011550888418,18.608712730951996,349,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000042_post_disaster.png,24.384762568211542,15.637479603573755,38.034249440051134,17.14268555345662,460,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000042_pre_disaster.png,21.094283768111424,17.378866996423668,48.29572042601641,19.510068204889734,41,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000043_post_disaster.png,16.750006753324683,15.684276858596546,38.1135571581919,17.23012773771915,2,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000043_pre_disaster.png,20.51791118817495,18.199657432645505,50.5445633222403,20.339657485806914,420,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000044_post_disaster.png,17.82491210314494,15.303130578149998,34.903708340902796,16.735264998266757,399,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000044_pre_disaster.png,17.193823452165205,17.104564646487336,52.09225861045657,19.107539834910344,502,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000045_post_disaster.png,19.12084915390804,15.561983773325577,40.786380434379566,17.15288628201374,176,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000045_pre_disaster.png,20.34012823957444,17.4767026172847,45.31306208471262,19.6990808605685,594,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000048_post_disaster.png,18.391924384047414,15.275155188032459,38.32083144509716,16.814021676612768,165,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000048_pre_disaster.png,19.36465750108279,17.600133344990052,47.05726235512429,19.787870367094502,136,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000049_post_disaster.png,19.990816254036787,15.513776150437415,39.47108362971616,16.98201511525988,447,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000049_pre_disaster.png,17.195244998046206,16.731813890468484,48.88874457169029,18.668485329134057,119,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000051_post_disaster.png,21.61352881245591,15.545701203652861,36.100113714193206,17.050008169825574,220,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000051_pre_disaster.png,19.01865889194346,17.49543200762623,52.38840943334262,19.667636346410198,428,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000053_post_disaster.png,19.96964448909597,15.383427087620152,39.040089871824655,16.88222478557438,456,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000053_pre_disaster.png,22.446742546293322,17.75482442232373,50.29902759968167,19.83592321657369,409,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000054_post_disaster.png,20.52536066781255,15.50618074126857,35.53656867236859,16.948292884944657,79,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000054_pre_disaster.png,21.639566613292274,16.25411491014173,49.692824664415085,18.351169845553674,97,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000055_post_disaster.png,21.046106835035303,15.536244946337535,36.836863127583115,17.136849060344918,570,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000055_pre_disaster.png,19.71804984254935,16.63947770259675,50.15738383957717,18.917832766440288,165,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000057_post_disaster.png,18.841993109132815,15.142745630911955,36.504794052184344,16.567908950200778,557,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000057_pre_disaster.png,21.399499219239203,17.185082703228076,48.800835109534276,19.241536311287682,176,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000058_post_disaster.png,18.072262523638685,15.376084260418589,40.540710750942836,16.87847186851511,139,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000058_pre_disaster.png,18.834953220540285,16.749492325123366,47.851347998184316,18.81870846752319,539,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000059_post_disaster.png,18.714557154267013,15.239182205831167,40.807609391897095,16.777993785984506,584,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000059_pre_disaster.png,18.94421236691666,17.807796684123886,47.50898001379213,19.81090060250515,199,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000060_post_disaster.png,19.99196250934787,15.457522090221596,36.43942060353965,16.93993760710416,453,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000060_pre_disaster.png,20.25948056182773,16.50330057918017,46.38793946840095,18.751858562553547,162,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000061_post_disaster.png,23.35483696201925,15.310085831743509,40.25463705219911,16.79022328126775,507,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000061_pre_disaster.png,18.48523564460986,17.77018113407263,48.803203071592264,19.926521218068608,480,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000062_post_disaster.png,17.47332380769356,15.27158124576707,35.83441985817562,16.70954795994748,534,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000062_pre_disaster.png,19.051213391715052,17.64077701060117,48.00271794287053,19.81857387353877,360,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000063_post_disaster.png,20.969365142030355,15.257566844972013,38.47206473975358,16.934087072311417,557,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000063_pre_disaster.png,18.442803087901027,16.66734284087348,48.47590309957006,18.741900350709187,566,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000064_post_disaster.png,21.65580167304215,15.410433016477011,37.78055539465832,16.95831511077856,534,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000064_pre_disaster.png,23.338780632638134,17.391341689856425,49.62905130275814,19.705005635601466,363,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000065_post_disaster.png,18.570235174261043,15.368364856372697,35.48403418956152,16.80352107789249,103,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000065_pre_disaster.png,23.02522375074335,16.889116121262347,49.6812037737615,19.143967846036762,135,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000066_post_disaster.png,20.441920206374746,15.374675533740572,36.48690558283199,16.89583966911493,119,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000066_pre_disaster.png,17.716138815443912,16.636674842273415,54.18912361267299,18.752186784233658,206,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000067_post_disaster.png,19.0413467112525,15.278936964812079,35.343933091137046,16.710024839063415,457,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000067_pre_disaster.png,22.076276678459834,16.987646188860083,44.412656147034035,19.120641492739193,457,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000069_post_disaster.png,15.390005508640115,15.37039827081761,35.36597208542335,16.910252974075682,345,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000069_pre_disaster.png,17.79289407052299,16.92029903170514,42.87203158639308,18.88281988380453,549,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000070_post_disaster.png,17.27589481696063,15.283510807714542,36.8410067734725,16.74525434986742,460,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000070_pre_disaster.png,17.64814857729357,16.874397205717802,42.831754375780186,18.861463134942003,469,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000072_post_disaster.png,20.92239527894121,15.474360428100786,36.87073697377886,16.999627136697185,487,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000072_pre_disaster.png,17.73840204773505,17.308283960944962,57.61044703872078,19.4451365343122,106,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000073_post_disaster.png,18.24573583815406,14.89560437526782,37.0254020716024,16.2839486240762,467,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000073_pre_disaster.png,19.59669060820316,17.189433659340235,53.21110066820079,19.40851802418918,315,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000075_post_disaster.png,20.164504339710362,15.169854750749547,35.55815865795061,16.619218084725144,466,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000075_pre_disaster.png,21.116638652812995,17.533434013195528,47.764738907271834,19.72221708015355,190,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000078_post_disaster.png,18.099867425542925,15.593563137001201,39.625384706449104,17.0385992534149,22,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000078_pre_disaster.png,19.13534209584698,17.474307328432943,46.14216417172287,19.53648393069364,206,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000079_post_disaster.png,19.55818869457886,15.429541403885468,38.38959215580636,17.01383186333848,75,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000079_pre_disaster.png,17.685247775983754,16.345765643916092,43.51692272767711,18.461797445027766,88,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000080_post_disaster.png,17.88632640623473,15.280998653587487,35.22704894949277,16.762022206269585,590,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000080_pre_disaster.png,19.64745189520403,17.37000890567351,53.40100744042724,19.487132630646293,152,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000083_post_disaster.png,18.57661937179506,15.339543908768109,43.394718930057294,16.739957618181176,520,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000083_pre_disaster.png,17.338284316143145,17.282160452779703,52.36931036885683,19.32668828616502,120,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000084_post_disaster.png,20.21698953456348,15.233707934215662,40.02682653113928,16.77343607896745,517,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000084_pre_disaster.png,18.71694976155476,16.881434734936096,50.72477919293233,19.118417431041937,186,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000085_post_disaster.png,18.89485951858923,15.341912134416484,36.056114633431505,16.710629921636666,206,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000085_pre_disaster.png,19.437324125102705,16.323586698991477,42.228078177565905,18.296836255174117,150,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000086_post_disaster.png,19.737422692710908,15.188886072651982,41.08195386046763,16.631225980444196,65,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000086_pre_disaster.png,15.042826679475382,16.82253761135912,48.10996012162833,18.860935801541018,252,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000088_post_disaster.png,17.079142983063292,15.514696141312996,37.950212391309485,17.161232235801595,78,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000088_pre_disaster.png,20.034730975856476,16.819171096027578,44.97003181360765,18.916940111904843,574,unknown,-1,-1,-1,-1,-1,unknown,-1
combined_dataset\images\train2017\hurricane-florence_00000091_post_disaster.png,21.573115395449946,14.891722324180677,37.16874991236748,16.308669725834104,540,unknown,-1,-1,-1,-1,-1,unknown,-1
